GAME_ID,TEAM_ID,Q1_PTS,HALF1_PTS
0021500044,1610612743,22,50
0021500045,1610612747,21,45
0021500045,1610612742,32,54
0021500046,1610612755,32,54
0021500046,1610612739,18,49
0021500047,1610612751,33,48
0021500047,1610612749,33,59
0021500048,1610612752,21,35
0021500048,1610612759,18,47
0021500049,1610612745,21,54
0021500049,1610612760,26,65
0021500050,1610612750,34,53
0021500050,1610612757,21,53
0021500051,1610612744,21,53
0021500051,1610612763,22,34
0021500052,1610612746,22,48
0021500052,1610612756,23,39
0021500053,1610612766,37,69
0021500053,1610612741,20,47
0021500054,1610612765,30,47
0021500054,1610612754,24,59
0021500055,1610612748,24,40
0021500055,1610612737,25,51
0021500056,1610612740,17,43
0021500056,1610612753,28,57
0021500057,1610612742,25,51
0021500057,1610612761,31,49
0021500058,1610612758,29,40
0021500058,1610612763,25,50
0021500059,1610612747,36,57
0021500059,1610612743,30,60
0021500060,1610612754,23,49
0021500060,1610612738,16,43
0021500061,1610612764,22,47
0021500061,1610612759,23,51
0021500062,1610612737,23,41
0021500062,1610612751,17,43
0021500063,1610612739,18,38
0021500063,1610612752,32,46
0021500064,1610612745,34,68
0021500064,1610612753,35,59
0021500065,1610612749,29,47
0021500065,1610612755,21,45
0021500066,1610612760,23,39
0021500066,1610612761,13,40
0021500067,1610612756,28,49
0021500067,1610612758,18,40
0021500068,1610612762,26,49
0021500068,1610612757,27,57
0021500069,1610612744,31,63
0021500069,1610612746,25,56
0021500070,1610612741,25,57
0021500070,1610612760,28,50
0021500071,1610612750,15,39
0021500071,1610612748,22,49
0021500072,1610612742,23,53
0021500072,1610612766,27,54
0021500073,1610612743,24,42
0021500073,1610612762,19,40
0021500074,1610612757,18,50
0021500074,1610612763,23,46
0021500075,1610612753,21,45
0021500075,1610612761,15,36
0021500076,1610612738,40,72
0021500076,1610612764,25,49
0021500077,1610612751,27,47
0021500077,1610612747,18,52
0021500078,1610612739,28,49
0021500078,1610612755,25,50
0021500079,1610612752,20,53
0021500079,1610612749,30,56
0021500080,1610612754,16,49
0021500080,1610612748,26,49
0021500081,1610612740,28,47
0021500081,1610612737,26,58
0021500082,1610612756,14,40
0021500082,1610612765,21,42
0021500083,1610612744,40,74
0021500083,1610612743,23,44
0021500084,1610612758,23,50
0021500084,1610612745,29,61
0021500085,1610612741,28,57
0021500085,1610612750,30,58
0021500086,1610612737,19,41
0021500086,1610612764,19,45
0021500087,1610612755,17,44
0021500087,1610612753,25,51
0021500088,1610612742,26,42
0021500088,1610612740,21,48
0021500089,1610612749,18,44
0021500089,1610612751,24,44
0021500090,1610612759,29,51
0021500090,1610612766,21,47
0021500091,1610612762,21,51
0021500091,1610612763,19,38
0021500092,1610612758,14,38
0021500092,1610612744,20,46
0021500093,1610612746,32,58
0021500093,1610612745,32,56
0021500094,1610612739,24,47
0021500094,1610612754,22,42
0021500095,1610612752,25,45
0021500095,1610612747,25,49
0021500096,1610612748,22,44
0021500096,1610612761,24,47
0021500097,1610612760,29,60
0021500097,1610612756,29,54
0021500098,1610612757,32,57
0021500098,1610612765,23,47
0021500099,1610612754,25,49
0021500099,1610612753,25,48
0021500100,1610612755,22,43
0021500100,1610612741,31,52
0021500101,1610612737,19,42
0021500101,1610612750,30,72
0021500102,1610612743,29,57
0021500102,1610612757,33,58
0021500103,1610612758,24,43
0021500103,1610612759,23,49
0021500104,1610612744,27,55
0021500104,1610612765,15,46
0021500105,1610612746,25,46
0021500105,1610612763,26,46
0021500106,1610612739,27,52
0021500106,1610612762,22,48
0021500107,1610612764,23,50
0021500107,1610612760,37,68
0021500108,1610612748,29,50
0021500108,1610612747,23,49
0021500109,1610612761,17,52
0021500109,1610612752,24,60
0021500110,1610612749,24,42
0021500110,1610612738,24,46
0021500111,1610612750,31,59
0021500111,1610612766,32,63
0021500112,1610612740,29,58
0021500112,1610612742,22,40
0021500113,1610612766,18,49
0021500113,1610612752,27,47
0021500114,1610612753,26,48
0021500114,1610612747,25,45
0021500115,1610612755,34,57
0021500115,1610612761,29,63
0021500116,1610612738,23,49
0021500116,1610612754,31,51
0021500117,1610612737,24,47
0021500117,1610612740,26,56
0021500118,1610612742,27,53
0021500118,1610612746,35,54
0021500119,1610612745,28,49
0021500119,1610612751,22,55
0021500120,1610612763,15,41
0021500120,1610612744,26,47
0021500121,1610612743,25,53
0021500121,1610612749,32,64
0021500122,1610612758,36,61
0021500122,1610612765,23,49
0021500123,1610612757,24,46
0021500123,1610612759,28,58
0021500124,1610612748,28,46
0021500124,1610612762,22,45
0021500125,1610612750,27,63
0021500125,1610612744,40,75
0021500126,1610612756,30,58
0021500126,1610612746,25,49
0021500127,1610612754,24,61
0021500127,1610612750,27,50
0021500128,1610612753,33,52
0021500128,1610612762,15,40
0021500129,1610612738,23,45
0021500129,1610612737,26,45
0021500130,1610612752,23,53
0021500130,1610612739,29,46
0021500131,1610612761,17,40
0021500131,1610612740,21,40
0021500132,1610612741,23,50
0021500132,1610612766,23,46
0021500133,1610612763,23,53
0021500133,1610612757,24,52
0021500134,1610612760,18,48
0021500134,1610612755,24,43
0021500135,1610612742,29,48
0021500135,1610612747,24,40
0021500136,1610612743,30,59
0021500136,1610612745,23,51
0021500137,1610612758,23,54
0021500137,1610612751,30,60
0021500138,1610612746,25,51
0021500138,1610612765,28,60
0021500139,1610612764,29,50
0021500139,1610612753,27,56
0021500140,1610612745,20,34
0021500140,1610612742,32,57
0021500141,1610612749,23,50
0021500141,1610612739,23,44
0021500142,1610612759,20,43
0021500142,1610612755,12,39
0021500143,1610612756,27,60
0021500143,1610612743,13,28
0021500144,1610612744,21,52
0021500144,1610612751,36,54
0021500145,1610612752,23,42
0021500145,1610612740,27,44
0021500146,1610612750,23,49
0021500146,1610612763,22,55
0021500147,1610612766,35,71
0021500147,1610612757,27,45
0021500148,1610612737,24,52
0021500148,1610612762,27,47
0021500149,1610612760,24,52
0021500149,1610612738,24,45
0021500150,1610612758,22,53
0021500150,1610612761,23,51
0021500151,1610612747,21,48
0021500151,1610612765,18,44
0021500152,1610612755,15,44
0021500152,1610612742,28,49
0021500153,1610612741,31,53
0021500153,1610612754,21,45
0021500154,1610612745,28,55
0021500154,1610612738,24,55
0021500155,1610612763,27,58
0021500155,1610612760,25,52
0021500156,1610612759,17,36
0021500156,1610612757,13,28
0021500157,1610612756,26,57
0021500157,1610612747,22,53
0021500158,1610612764,27,64
0021500158,1610612749,29,46
0021500159,1610612751,17,45
0021500159,1610612737,19,46
0021500160,1610612765,31,55
0021500160,1610612739,27,56
0021500161,1610612748,25,50
0021500161,1610612750,20,45
0021500162,1610612752,26,46
0021500162,1610612766,21,48
0021500163,1610612740,21,53
0021500163,1610612743,31,51
0021500164,1610612744,29,63
0021500164,1610612761,25,47
0021500165,1610612766,32,52
0021500165,1610612751,32,56
0021500166,1610612753,17,38
0021500166,1610612750,25,52
0021500167,1610612755,18,38
0021500167,1610612754,23,52
0021500168,1610612738,31,54
0021500168,1610612742,16,45
0021500169,1610612737,27,62
0021500169,1610612758,30,52
0021500170,1610612745,22,35
0021500170,1610612757,21,46
0021500171,1610612760,21,53
0021500171,1610612740,27,45
0021500172,1610612759,31,65
0021500172,1610612743,24,58
0021500173,1610612762,24,42
0021500173,1610612761,19,45
0021500174,1610612756,18,47
0021500174,1610612741,31,53
0021500175,1610612748,25,56
0021500175,1610612758,21,46
0021500176,1610612739,28,63
0021500176,1610612749,23,48
0021500177,1610612746,41,68
0021500177,1610612744,25,54
0021500178,1610612766,30,62
0021500178,1610612755,19,41
0021500179,1610612738,23,66
0021500179,1610612751,19,42
0021500180,1610612763,23,59
0021500180,1610612745,19,45
0021500181,1610612750,26,44
0021500181,1610612765,22,38
0021500182,1610612740,22,48
0021500182,1610612759,20,41
0021500183,1610612760,20,44
0021500183,1610612752,25,48
0021500184,1610612742,21,56
0021500184,1610612762,26,43
0021500185,1610612743,29,63
0021500185,1610612756,17,49
0021500186,1610612757,23,48
0021500186,1610612746,23,47
0021500187,1610612744,28,50
0021500187,1610612741,29,47
0021500188,1610612747,21,50
0021500188,1610612761,27,49
0021500189,1610612753,22,47
0021500189,1610612758,27,53
0021500190,1610612754,28,55
0021500190,1610612749,25,51
0021500191,1610612739,27,57
0021500191,1610612737,19,42
0021500192,1610612765,24,52
0021500192,1610612764,30,52
0021500193,1610612748,16,32
0021500193,1610612755,28,47
0021500194,1610612745,26,53
0021500194,1610612752,24,58
0021500195,1610612759,24,53
0021500195,1610612763,19,39
0021500196,1610612746,23,34
0021500196,1610612761,33,63
0021500197,1610612751,24,59
0021500197,1610612738,19,42
0021500198,1610612740,27,56
0021500198,1610612756,21,55
0021500199,1610612760,31,60
0021500199,1610612742,25,52
0021500200,1610612743,23,58
0021500200,1610612744,34,64
0021500201,1610612747,23,52
0021500201,1610612757,32,56
0021500202,1610612766,33,60
0021500202,1610612758,30,60
0021500203,1610612739,29,59
0021500203,1610612753,27,55
0021500204,1610612748,26,52
0021500204,1610612752,19,30
0021500205,1610612749,25,58
0021500205,1610612765,26,48
0021500206,1610612750,19,46
0021500206,1610612755,26,52
0021500207,1610612759,20,44
0021500207,1610612756,17,34
0021500208,1610612762,20,46
0021500208,1610612760,23,63
0021500209,1610612764,31,61
0021500209,1610612754,33,62
0021500210,1610612737,33,57
0021500210,1610612738,28,48
0021500211,1610612763,21,46
0021500211,1610612742,17,36
0021500212,1610612743,26,45
0021500212,1610612746,25,51
0021500213,1610612757,22,39
0021500213,1610612741,29,48
0021500214,1610612744,30,54
0021500214,1610612747,11,38
0021500215,1610612766,28,58
0021500215,1610612764,24,54
0021500216,1610612753,20,46
0021500216,1610612752,17,35
0021500217,1610612738,26,40
0021500217,1610612755,24,47
0021500218,1610612765,25,60
0021500218,1610612748,19,43
0021500219,1610612761,25,49
0021500219,1610612739,25,49
0021500220,1610612745,24,53
0021500220,1610612763,28,56
0021500221,1610612749,33,66
0021500221,1610612758,40,69
0021500222,1610612750,27,50
0021500222,1610612737,23,48
0021500223,1610612760,25,56
0021500223,1610612751,26,52
0021500224,1610612759,24,46
0021500224,1610612742,18,39
0021500225,1610612756,39,60
0021500225,1610612740,25,58
0021500226,1610612746,23,45
0021500226,1610612762,21,45
0021500227,1610612766,22,52
0021500227,1610612739,23,50
0021500228,1610612753,22,49
0021500228,1610612749,22,43
0021500229,1610612738,29,54
0021500229,1610612764,18,36
0021500230,1610612752,27,49
0021500230,1610612748,26,50
0021500231,1610612754,30,51
0021500231,1610612741,18,42
0021500232,1610612745,30,56
0021500232,1610612755,19,49
0021500233,1610612763,36,58
0021500233,1610612737,29,53
0021500234,1610612760,29,48
0021500234,1610612765,31,55
0021500235,1610612743,16,42
0021500235,1610612759,16,46
0021500236,1610612756,27,57
0021500236,1610612744,44,75
0021500237,1610612758,28,47
0021500237,1610612750,29,53
0021500238,1610612746,28,63
0021500238,1610612740,18,42
0021500239,1610612764,23,45
0021500239,1610612761,16,39
0021500240,1610612739,17,44
0021500240,1610612751,24,50
0021500241,1610612742,22,48
0021500241,1610612743,25,52
0021500242,1610612759,23,54
0021500242,1610612737,25,37
0021500243,1610612762,23,48
0021500243,1610612740,16,39
0021500244,1610612757,34,60
0021500244,1610612747,21,46
0021500245,1610612744,30,56
0021500245,1610612758,29,46
0021500246,1610612766,22,45
0021500246,1610612749,28,37
0021500247,1610612746,23,48
0021500247,1610612750,19,37
0021500248,1610612751,18,35
0021500248,1610612765,22,41
0021500249,1610612753,21,53
0021500249,1610612738,20,45
0021500250,1610612761,18,49
0021500250,1610612756,21,53
0021500251,1610612763,21,37
0021500251,1610612755,13,31
0021500252,1610612752,25,54
0021500252,1610612745,21,41
0021500253,1610612747,12,35
0021500253,1610612754,28,48
0021500254,1610612765,29,64
0021500254,1610612745,21,41
0021500255,1610612748,23,51
0021500255,1610612738,32,57
0021500256,1610612737,31,53
0021500256,1610612760,21,52
0021500257,1610612741,17,49
0021500257,1610612759,23,48
0021500258,1610612749,28,46
0021500258,1610612743,23,44
0021500259,1610612762,20,48
0021500259,1610612744,26,53
0021500260,1610612758,23,54
0021500260,1610612742,32,58
0021500261,1610612746,29,49
0021500261,1610612757,18,49
0021500262,1610612739,24,43
0021500262,1610612764,27,54
0021500263,1610612755,26,50
0021500263,1610612747,33,58
0021500264,1610612751,25,51
0021500264,1610612756,20,42
0021500265,1610612750,14,41
0021500265,1610612753,21,54
0021500266,1610612740,38,65
0021500266,1610612763,27,64
0021500267,1610612757,18,52
0021500267,1610612742,27,50
0021500268,1610612766,23,51
0021500268,1610612744,32,60
0021500269,1610612764,22,51
0021500269,1610612747,34,57
0021500270,1610612765,31,57
0021500270,1610612756,26,57
0021500271,1610612752,27,54
0021500271,1610612755,21,39
0021500272,1610612737,18,46
0021500272,1610612761,16,32
0021500273,1610612741,28,51
0021500273,1610612743,21,46
0021500274,1610612745,17,48
0021500274,1610612740,29,50
0021500275,1610612759,28,48
0021500275,1610612749,21,38
0021500276,1610612746,29,50
0021500276,1610612754,29,47
0021500277,1610612748,23,50
0021500277,1610612760,28,51
0021500278,1610612761,19,42
0021500278,1610612743,29,56
0021500279,1610612762,25,57
0021500279,1610612753,29,54
0021500280,1610612763,21,36
0021500280,1610612759,20,45
0021500281,1610612757,28,56
0021500281,1610612754,31,59
0021500282,1610612758,17,36
0021500282,1610612738,32,51
0021500283,1610612752,42,65
0021500283,1610612751,21,42
0021500284,1610612764,22,51
0021500284,1610612756,31,60
0021500285,1610612765,17,51
0021500285,1610612749,16,40
0021500286,1610612737,23,52
0021500286,1610612747,19,36
0021500287,1610612742,28,53
0021500287,1610612745,26,57
0021500288,1610612740,21,52
0021500288,1610612739,27,53
0021500289,1610612755,25,59
0021500289,1610612743,29,52
0021500290,1610612761,21,49
0021500290,1610612744,32,59
0021500291,1610612748,34,60
0021500291,1610612739,22,42
0021500292,1610612741,22,50
0021500292,1610612766,26,52
0021500293,1610612745,29,52
0021500293,1610612758,16,50
0021500294,1610612750,32,59
0021500294,1610612757,22,46
0021500295,1610612749,29,52
0021500295,1610612752,24,48
0021500296,1610612759,29,58
0021500296,1610612738,27,49
0021500297,1610612762,27,57
0021500297,1610612754,19,52
0021500298,1610612746,22,53
0021500298,1610612753,24,50
0021500299,1610612763,20,43
0021500299,1610612756,16,41
0021500300,1610612751,16,54
0021500300,1610612744,30,57
0021500301,1610612765,32,65
0021500301,1610612747,19,42
0021500302,1610612764,28,58
0021500302,1610612742,29,55
0021500303,1610612760,28,51
0021500303,1610612758,25,48
0021500304,1610612766,28,62
0021500304,1610612765,20,51
0021500305,1610612755,17,29
0021500305,1610612759,33,65
0021500306,1610612748,19,55
0021500306,1610612764,29,60
0021500307,1610612752,28,50
0021500307,1610612742,34,63
0021500308,1610612761,25,52
0021500308,1610612747,22,42
0021500309,1610612741,30,51
0021500309,1610612756,27,51
0021500310,1610612749,25,42
0021500310,1610612757,16,33
0021500311,1610612750,25,52
0021500311,1610612746,29,50
0021500312,1610612740,25,44
0021500312,1610612738,25,53
0021500313,1610612739,17,47
0021500313,1610612757,25,56
0021500314,1610612754,28,60
0021500314,1610612744,44,79
0021500315,1610612751,31,57
0021500315,1610612745,24,46
